"","Domain","Phylum","Class","Order","Family","Genus","Species"
"OTU2328","bacteria","actinobacteria","thermoleophilia","thermoleophilales","thermoleophilaceae","thermoleophilum","thermoleophilum spp."
"OTU2329","bacteria","actinobacteria","actinobacteria","solirubrobacterales","conexibacteraceae","conexibacter","conexibacter spp."
"OTU2330","bacteria","proteobacteria","deltaproteobacteria","desulfuromonadales","geobacteraceae","geoalkalibacter","geoalkalibacter spp."
"OTU2331","bacteria","proteobacteria","deltaproteobacteria","desulfuromonadales","pelobacteraceae","pelobacter","pelobacter spp."
"OTU2332","bacteria","acidobacteria","acidobacteriia","acidobacteriales","acidobacteriaceae","acidobacterium","acidobacterium spp."
"OTU2333","bacteria","proteobacteria","betaproteobacteria","burkholderiales","burkholderiaceae","burkholderia","burkholderia spp."
"OTU2334","bacteria","proteobacteria","deltaproteobacteria","desulfuromonadales","geobacteraceae","geoalkalibacter","geoalkalibacter spp."
"OTU2335","bacteria","actinobacteria","actinobacteria","actinomycetales","cryptosporangiaceae","cryptosporangium","cryptosporangium japonicum"
"OTU2336","bacteria","verrucomicrobia","verrucomicrobiae","verrucomicrobiales","verrucomicrobiaceae","luteolibacter","luteolibacter spp."
"OTU2337","bacteria","proteobacteria","alphaproteobacteria","rhizobiales","hyphomicrobiaceae","rhodoplanes","rhodoplanes spp."
"OTU2338","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","gemmata","gemmata spp."
"OTU2339","bacteria","proteobacteria","betaproteobacteria","burkholderiales","burkholderiaceae","ralstonia","ralstonia spp."
"OTU2340","bacteria","actinobacteria","actinobacteria","actinomycetales","streptosporangiaceae","nonomuraea","nonomuraea sp."
"OTU2341","bacteria","proteobacteria","betaproteobacteria","burkholderiales","comamonadaceae","variovorax","variovorax sp."
"OTU2342","bacteria","bacteroidetes","cytophagia","cytophagales","cytophagaceae","flexibacter","flexibacter sp."
"OTU2343","bacteria","firmicutes","bacilli","bacillales","alicyclobacillaceae","tumebacillus","tumebacillus sp."
"OTU2344","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","chitinophagaceae","chitinophaga","chitinophaga pinensis"
"OTU2345","bacteria","gemmatimonadetes","gemmatimonadetes","gemmatimonadales","gemmatimonadaceae","gemmatimonas","gemmatimonas spp."
"OTU2346","bacteria","firmicutes","clostridia","clostridiales","clostridiales family xvii. incertae sedis","thermaerobacter","thermaerobacter spp."
"OTU2347","bacteria","proteobacteria","deltaproteobacteria","myxococcales","anaeromyxobacteraceae","anaeromyxobacter","anaeromyxobacter spp."
"OTU2348","bacteria","actinobacteria","actinobacteria","actinomycetales","nocardiaceae","rhodococcus","rhodococcus spp."
"OTU2349","bacteria","deinococcus_thermus","deinococci","thermales","thermaceae","thermus","thermus spp."
"OTU2350","bacteria","firmicutes","bacilli","bacillales","bacillaceae","calditerricola","calditerricola yamamurae"
"OTU2351","bacteria","proteobacteria","betaproteobacteria","nitrosomonadales","nitrosomonadaceae","nitrosovibrio","nitrosovibrio spp."
"OTU2352","bacteria","proteobacteria","deltaproteobacteria","bdellovibrionales","bdellovibrionaceae","bdellovibrio","bdellovibrio spp."
"OTU2353","bacteria","tenericutes","mollicutes","mollicutes","lumbricoplasmataceae","candidatus lumbricincola","candidatus lumbricincola sp. lt_a1"
"OTU2354","bacteria","firmicutes","bacilli","bacillales","paenibacillaceae","paenibacillus","paenibacillus sp."
"OTU2355","bacteria","actinobacteria","actinobacteria","acidimicrobiales","iamiaceae","iamia","iamia spp."
"OTU2356","bacteria","chloroflexi","anaerolineae","anaerolineales","anaerolineaceae","longilinea","longilinea spp."
"OTU2357","bacteria","proteobacteria","alphaproteobacteria","rhodospirillales","acetobacteraceae","rhodovastum","rhodovastum spp."
"OTU2358","bacteria","verrucomicrobia","verrucomicrobiae","verrucomicrobiales","verrucomicrobiaceae","prosthecobacter","prosthecobacter spp."
"OTU2359","bacteria","acidobacteria","holophagae","holophagales","holophagaceae","holophaga","holophaga spp."
"OTU2360","bacteria","proteobacteria","deltaproteobacteria","desulfuromonadales","geobacteraceae","geobacter","geobacter spp."
"OTU2361","bacteria","acidobacteria","acidobacteriia","acidobacteriales","acidobacteriaceae","edaphobacter","edaphobacter spp."
"OTU2362","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","chitinophagaceae","chitinophaga","chitinophaga spp."
"OTU2363","bacteria","proteobacteria","alphaproteobacteria","caulobacterales","caulobacteraceae","phenylobacterium","phenylobacterium spp."
"OTU2364","bacteria","gemmatimonadetes","gemmatimonadetes","gemmatimonadales","gemmatimonadaceae","gemmatimonas","gemmatimonas spp."
"OTU2365","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","zavarzinella","zavarzinella spp."
"OTU2366","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","isosphaera","isosphaera sp."
"OTU2367","bacteria","acidobacteria","holophagae","holophagales","holophagaceae","holophaga","holophaga spp."
"OTU2368","bacteria","proteobacteria","alphaproteobacteria","alphaproteobacteria","alphaproteobacteria","candidatus alysiosphaera","candidatus alysiosphaera europeae"
"OTU2369","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","gemmata","gemmata spp."
"OTU2370","bacteria","gemmatimonadetes","gemmatimonadetes","gemmatimonadales","gemmatimonadaceae","gemmatimonas","gemmatimonas spp."
"OTU2371","bacteria","firmicutes","clostridia","clostridiales","clostridiaceae","clostridium","clostridium spp."
"OTU2372","bacteria","firmicutes","bacilli","bacillales","paenibacillaceae","paenibacillus","paenibacillus spp."
"OTU2373","bacteria","proteobacteria","deltaproteobacteria","desulfuromonadales","pelobacteraceae","pelobacter","pelobacter spp."
"OTU2374","bacteria","acidobacteria","acidobacteriia","acidobacteriales","acidobacteriaceae","acidobacterium","acidobacterium spp."
"OTU2375","bacteria","gemmatimonadetes","gemmatimonadetes","gemmatimonadales","gemmatimonadaceae","gemmatimonas","gemmatimonas spp."
"OTU2376","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","gemmata","gemmata spp."
"OTU2377","bacteria","proteobacteria","betaproteobacteria","burkholderiales","burkholderiaceae","burkholderia","burkholderia spp."
"OTU2378","bacteria","firmicutes","clostridia","clostridiales","clostridiaceae","clostridium","clostridium spp."
"OTU2379","bacteria","proteobacteria","deltaproteobacteria","deltaproteobacteria","deltaproteobacteria","candidatus babela","delta proteobacterium babl1"
"OTU2380","bacteria","proteobacteria","gammaproteobacteria","legionellales","coxiellaceae","aquicella","aquicella spp."
"OTU2381","bacteria","firmicutes","bacilli","bacillales","alicyclobacillaceae","tumebacillus","tumebacillus sp."
"OTU2382","bacteria","proteobacteria","alphaproteobacteria","sphingomonadales","sphingomonadaceae","novosphingobium","novosphingobium sp."
"OTU2383","bacteria","actinobacteria","actinobacteria","actinobacteria","actinobacteria","candidatus microthrix","uncultured candidatus microthrix sp."
"OTU2384","bacteria","proteobacteria","gammaproteobacteria","chromatiales","ectothiorhodospiraceae","halorhodospira","halorhodospira halochloris"
"OTU2385","bacteria","actinobacteria","actinobacteria","acidimicrobiales","acidimicrobiaceae","acidimicrobium","acidimicrobium spp."
"OTU2386","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","gemmata","gemmata spp."
"OTU2387","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","sphingobacteriaceae","sphingobacterium","sphingobacterium sp."
"OTU2388","bacteria","gemmatimonadetes","gemmatimonadetes","gemmatimonadales","gemmatimonadaceae","gemmatimonas","gemmatimonas spp."
"OTU2389","bacteria","proteobacteria","gammaproteobacteria","alteromonadales","alteromonadaceae","alteromonas","alteromonas sp."
"OTU2390","bacteria","proteobacteria","alphaproteobacteria","caulobacterales","caulobacteraceae","brevundimonas","brevundimonas staleyi"
"OTU2391","bacteria","proteobacteria","alphaproteobacteria","caulobacterales","caulobacteraceae","phenylobacterium","phenylobacterium spp."
"OTU2392","bacteria","acidobacteria","solibacteres","solibacterales","solibacteraceae","candidatus solibacter","uncultured candidatus solibacter sp."
"OTU2393","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","gemmata","gemmata spp."
"OTU2394","bacteria","proteobacteria","betaproteobacteria","nitrosomonadales","nitrosomonadaceae","nitrosovibrio","nitrosovibrio spp."
"OTU2395","bacteria","proteobacteria","deltaproteobacteria","desulfuromonadales","pelobacteraceae","pelobacter","pelobacter spp."
"OTU2396","eukaryota","eukaryota","eukaryota","peronosporales","peronosporales","phytophthora","phytophthora infestans"
"OTU2397","bacteria","acidobacteria","holophagae","holophagales","holophagaceae","holophaga","holophaga spp."
"OTU2398","bacteria","proteobacteria","betaproteobacteria","burkholderiales","alcaligenaceae","achromobacter","achromobacter spp."
"OTU2399","bacteria","proteobacteria","deltaproteobacteria","desulfuromonadales","geobacteraceae","geobacter","geobacter spp."
"OTU2400","bacteria","firmicutes","clostridia","halanaerobiales","halanaerobiaceae","halocella","halocella cellulosilytica"
"OTU2401","bacteria","chloroflexi","thermomicrobia","sphaerobacterales","sphaerobacteraceae","sphaerobacter","sphaerobacter spp."
"OTU2402","bacteria","actinobacteria","actinobacteria","solirubrobacterales","conexibacteraceae","conexibacter","conexibacter spp."
"OTU2403","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","pirellula","pirellula spp."
"OTU2404","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","gemmata","gemmata spp."
"OTU2405","bacteria","chloroflexi","chloroflexia","chloroflexales","roseiflexaceae","roseiflexus","roseiflexus spp."
"OTU2406","bacteria","proteobacteria","alphaproteobacteria","sphingomonadales","sphingomonadaceae","sphingomonas","sphingomonas spp."
"OTU2407","bacteria","proteobacteria","gammaproteobacteria","methylococcales","methylococcaceae","methylococcus","methylococcus spp."
"OTU2408","bacteria","actinobacteria","actinobacteria","actinomycetales","promicromonosporaceae","isoptericola","isoptericola hypogeus"
"OTU2409","bacteria","firmicutes","bacilli","bacillales","paenibacillaceae","paenibacillus","paenibacillus spp."
"OTU2410","bacteria","gemmatimonadetes","gemmatimonadetes","gemmatimonadales","gemmatimonadaceae","gemmatimonas","gemmatimonas spp."
"OTU2411","bacteria","actinobacteria","actinobacteria","acidimicrobiales","acidimicrobiaceae","aciditerrimonas","aciditerrimonas spp."
"OTU2412","bacteria","actinobacteria","actinobacteria","actinomycetales","sporichthyaceae","sporichthya","sporichthya spp."
"OTU2413","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","gemmata","gemmata sp."
"OTU2414","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","zavarzinella","zavarzinella spp."
"OTU2415","bacteria","verrucomicrobia","verrucomicrobiae","verrucomicrobiales","verrucomicrobiaceae","luteolibacter","luteolibacter cuticulihirudinis"
"OTU2416","bacteria","bacteroidetes","bacteroidia","bacteroidales","bacteroidaceae","bacteroides","bacteroides spp."
"OTU2417","fungi","ascomycota","sordariomycetes","hypocreales","bionectriaceae","hydropisphaera","hydropisphaera erubescens"
"OTU2418","bacteria","acidobacteria","acidobacteriia","acidobacteriales","acidobacteriaceae","candidatus koribacter","uncultured candidatus koribacter sp."
"OTU2419","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","zavarzinella","zavarzinella spp."
"OTU2420","bacteria","verrucomicrobia","verrucomicrobiae","verrucomicrobiales","verrucomicrobia subdivision 3","pedosphaera","pedosphaera spp."
"OTU2421","bacteria","proteobacteria","betaproteobacteria","hydrogenophilales","hydrogenophilaceae","thiobacillus","thiobacillus spp."
"OTU2422","bacteria","bacteroidetes","flavobacteriia","flavobacteriales","cryomorphaceae","fluviicola","fluviicola spp."
"OTU2423","bacteria","proteobacteria","alphaproteobacteria","rhizobiales","hyphomicrobiaceae","hyphomicrobium","hyphomicrobium spp."
"OTU2424","bacteria","bacteroidetes","sphingobacteriia","sphingobacteriales","chitinophagaceae","chitinophaga","chitinophaga spp."
"OTU2425","bacteria","chloroflexi","anaerolineae","anaerolineales","anaerolineaceae","levilinea","levilinea spp."
"OTU2426","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","gemmata","gemmata sp."
"OTU2427","bacteria","actinobacteria","actinobacteria","gaiellales","gaiellaceae","gaiella","gaiella spp."
"OTU2428","bacteria","gemmatimonadetes","gemmatimonadetes","gemmatimonadales","gemmatimonadaceae","gemmatimonas","gemmatimonas spp."
"OTU2429","bacteria","proteobacteria","betaproteobacteria","burkholderiales","burkholderiaceae","cupriavidus","cupriavidus spp."
"OTU2430","bacteria","nitrospirae","nitrospira","nitrospirales","nitrospiraceae","nitrospira","nitrospira spp."
"OTU2431","bacteria","firmicutes","bacilli","bacillales","paenibacillaceae","brevibacillus","brevibacillus levickii"
"OTU2432","fungi","blastocladiomycota","blastocladiomycetes","blastocladiales","blastocladiaceae","allomyces","allomyces macrogynus"
"OTU2433","bacteria","armatimonadetes","armatimonadetes","armatimonadetes","armatimonadetes","fimbriimonas","fimbriimonas ginsengisoli"
"OTU2434","bacteria","gemmatimonadetes","gemmatimonadetes","gemmatimonadales","gemmatimonadaceae","gemmatimonas","gemmatimonas spp."
"OTU2435","bacteria","firmicutes","clostridia","clostridiales","lachnospiraceae","cellulosilyticum","cellulosilyticum spp."
"OTU2436","bacteria","proteobacteria","betaproteobacteria","burkholderiales","burkholderiales","aquabacterium","aquabacterium spp."
"OTU2437","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","gemmata","gemmata spp."
"OTU2438","bacteria","firmicutes","clostridia","clostridiales","clostridiales family xvii. incertae sedis","thermaerobacter","thermaerobacter spp."
"OTU2439","bacteria","proteobacteria","alphaproteobacteria","sphingomonadales","sphingomonadaceae","sphingosinicella","sphingosinicella sp."
"OTU2440","bacteria","planctomycetes","phycisphaerae","phycisphaerales","phycisphaeraceae","phycisphaera","phycisphaera spp."
"OTU2441","eukaryota","eukaryota","eukaryota","peronosporales","peronosporales","phytophthora","phytophthora infestans"
"OTU2442","bacteria","planctomycetes","planctomycetia","planctomycetales","planctomycetaceae","zavarzinella","zavarzinella spp."
"OTU2443","bacteria","cyanobacteria","cyanobacteria","oscillatoriales","oscillatoriales","phormidium","phormidium spp."
"OTU2444","bacteria","proteobacteria","betaproteobacteria","rhodocyclales","rhodocyclaceae","ferribacterium","ferribacterium spp."
"OTU2445","bacteria","proteobacteria","alphaproteobacteria","rhizobiales","methylobacteriaceae","methylobacterium","methylobacterium spp."
"OTU2446","bacteria","proteobacteria","alphaproteobacteria","sphingomonadales","sphingomonadaceae","sphingobium","sphingobium sp."
"OTU2447","bacteria","verrucomicrobia","opitutae","opitutales","opitutaceae","opitutus","opitutus spp."
"OTU2448","bacteria","firmicutes","clostridia","clostridiales","clostridiaceae","clostridium","clostridium nitrophenolicum"
